Target ID	Target name	Target name.link	Source	Source.link
TAR00059	Succinate semialdehyde dehydrogenase, mitochondrial	https://tcmsp-e.com/target.php?qt=59	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/170
TAR00060	Toll-like receptor 7	https://tcmsp-e.com/target.php?qt=60	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/173
TAR00061	Sigma(1)-type opioid receptor	https://tcmsp-e.com/target.php?qt=61	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/174
TAR00062	Vasopressin V1a receptor	https://tcmsp-e.com/target.php?qt=62	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/185
TAR00063	Beta-1 adrenergic receptor	https://tcmsp-e.com/target.php?qt=63	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/193
TAR00064	Sodium channel protein type 10 subunit alpha	https://tcmsp-e.com/target.php?qt=64	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/198
TAR00065	CGMP-specific 3',5'-cyclic phosphodiesterase	https://tcmsp-e.com/target.php?qt=65	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/204
TAR00066	Scavenger receptor class B member 1	https://tcmsp-e.com/target.php?qt=66	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/211
TAR00067	Amiloride-sensitive sodium channel alpha-subunit	https://tcmsp-e.com/target.php?qt=67	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/213
TAR00068	Voltage-gated sodium channel subunit alpha Nav1.9	https://tcmsp-e.com/target.php?qt=68	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/215
TAR00069	Estradiol 17 beta-dehydrogenase 1	https://tcmsp-e.com/target.php?qt=69	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/217
TAR00070	Sodium channel protein type 5 subunit alpha	https://tcmsp-e.com/target.php?qt=70	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/220
TAR00071	Gonadotropin-releasing hormone receptor	https://tcmsp-e.com/target.php?qt=71	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/226
TAR00072	Beta platelet-derived growth factor receptor	https://tcmsp-e.com/target.php?qt=72	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/228
TAR00073	Retinoic acid receptor beta	https://tcmsp-e.com/target.php?qt=73	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/229
TAR00074	Sulfonylurea receptor 1	https://tcmsp-e.com/target.php?qt=74	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/230
TAR00075	Glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic	https://tcmsp-e.com/target.php?qt=75	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/231
TAR00076	Plasminogen	https://tcmsp-e.com/target.php?qt=76	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/234
TAR00077	High-affinity cationic amino acid transporter-1	https://tcmsp-e.com/target.php?qt=77	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/235
TAR00078	Peroxisome proliferator activated receptor gamma	https://tcmsp-e.com/target.php?qt=78	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/238
TAR00079	Coagulation factor Xa	https://tcmsp-e.com/target.php?qt=79	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/239
TAR00080	NRH dehydrogenase [quinone] 2	https://tcmsp-e.com/target.php?qt=80	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/243
TAR00081	Angiotensin-converting enzyme	https://tcmsp-e.com/target.php?qt=81	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/244
TAR00082	Microsomal triglyceride transfer protein, large subunit	https://tcmsp-e.com/target.php?qt=82	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/259
TAR00083	Lipoprotein lipase	https://tcmsp-e.com/target.php?qt=83	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/266
TAR00084	Plasminogen activator inhibitor-1	https://tcmsp-e.com/target.php?qt=84	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/267
TAR00085	Adenosine A2b receptor	https://tcmsp-e.com/target.php?qt=85	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/268
TAR00086	Apoptosis regulator Bcl-2	https://tcmsp-e.com/target.php?qt=86	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/273
TAR00087	Muscarinic acetylcholine receptor M5	https://tcmsp-e.com/target.php?qt=87	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/274
TAR00088	Arachidonate 5-lipoxygenase	https://tcmsp-e.com/target.php?qt=88	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/275
TAR00089	Sodium- and chloride-dependent GABA transporter 1	https://tcmsp-e.com/target.php?qt=89	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/276
TAR00090	Purine nucleoside phosphorylase	https://tcmsp-e.com/target.php?qt=90	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/277
TAR00091	Tyrosine oxidase	https://tcmsp-e.com/target.php?qt=91	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/279
TAR00092	4-aminobutyrate aminotransferase, mitochondrial	https://tcmsp-e.com/target.php?qt=92	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/280
TAR00093	Plastid RNA polymerase beta-subunit	https://tcmsp-e.com/target.php?qt=93	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/284
TAR00094	Prostaglandin G/H synthase 2	https://tcmsp-e.com/target.php?qt=94	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/290
TAR00095	Nitric-oxide synthase, endothelial	https://tcmsp-e.com/target.php?qt=95	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/291
TAR00096	Neprilysin	https://tcmsp-e.com/target.php?qt=96	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/294
TAR00097	Carbonic anhydrase I	https://tcmsp-e.com/target.php?qt=97	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/295
TAR00098	Adenylate cyclase type 1	https://tcmsp-e.com/target.php?qt=98	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/297
TAR00099	Renin, renal	https://tcmsp-e.com/target.php?qt=99	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/298
TAR00100	Folate receptor beta	https://tcmsp-e.com/target.php?qt=100	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/299
TAR00101	T-cell surface glycoprotein CD3 epsilon chain	https://tcmsp-e.com/target.php?qt=101	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/302
TAR00102	Pyridoxal phosphate phosphatase	https://tcmsp-e.com/target.php?qt=102	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/306
TAR00103	Antithrombin-III	https://tcmsp-e.com/target.php?qt=103	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/309
TAR00104	Na-K-2Cl cotransporter	https://tcmsp-e.com/target.php?qt=104	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/310
TAR00105	Alpha-2A adrenergic receptor	https://tcmsp-e.com/target.php?qt=105	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/318
TAR00106	5-hydroxytryptamine 1A receptor	https://tcmsp-e.com/target.php?qt=106	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/320
TAR00107	Serine hydroxymethyltransferase, mitochondrial	https://tcmsp-e.com/target.php?qt=107	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/321
TAR00108	Vasopressin V2 receptor	https://tcmsp-e.com/target.php?qt=108	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/322
TAR00109	Prostaglandin D2 receptor	https://tcmsp-e.com/target.php?qt=109	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/325
TAR00110	Sorbitol dehydrogenase	https://tcmsp-e.com/target.php?qt=110	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/328
TAR00111	DNA polymerase (HSV)	https://tcmsp-e.com/target.php?qt=111	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/338
TAR00112	Arachidonate 15-lipoxygenase	https://tcmsp-e.com/target.php?qt=112	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/339
TAR00113	5-hydroxytryptamine receptor 3A	https://tcmsp-e.com/target.php?qt=113	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/341
TAR00114	Thyroid hormone receptor beta-1	https://tcmsp-e.com/target.php?qt=114	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/346
TAR00115	Secretin receptor	https://tcmsp-e.com/target.php?qt=115	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/352
TAR00116	GMP synthase [glutamine-hydrolyzing]	https://tcmsp-e.com/target.php?qt=116	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/355
TAR00117	Carbonic anhydrase II	https://tcmsp-e.com/target.php?qt=117	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/357
TAR00118	Cystathionine beta-synthase	https://tcmsp-e.com/target.php?qt=118	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/358
TAR00120	Melatonin receptor type 1B	https://tcmsp-e.com/target.php?qt=120	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/362
TAR00121	Corticosteroid 11-beta-dehydrogenase, isozyme 1	https://tcmsp-e.com/target.php?qt=121	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/364
TAR00123	Coagulation factor VII	https://tcmsp-e.com/target.php?qt=123	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/369
TAR00124	Urease	https://tcmsp-e.com/target.php?qt=124	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/370
TAR00125	Beta-adrenergic receptor kinase 1	https://tcmsp-e.com/target.php?qt=125	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/377
TAR00126	Alpha-2C adrenergic receptor	https://tcmsp-e.com/target.php?qt=126	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/378
TAR00127	HCMV DNA polymerase	https://tcmsp-e.com/target.php?qt=127	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/379
TAR00128	17 alpha-hydroxylase-C17, 20-lyase	https://tcmsp-e.com/target.php?qt=128	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/380
TAR00129	Prolactin receptor	https://tcmsp-e.com/target.php?qt=129	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/381
TAR00130	Glutamate receptor, ionotropic kainate 1	https://tcmsp-e.com/target.php?qt=130	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/382
TAR00131	Potassium-transporting ATPase alpha chain 1	https://tcmsp-e.com/target.php?qt=131	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/385
TAR00132	Diamine oxidase	https://tcmsp-e.com/target.php?qt=132	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/387
TAR00133	Acid-sensing ion channel ASIC1a/ASIC1b	https://tcmsp-e.com/target.php?qt=133	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/389
TAR00134	Adenosine A3 receptor	https://tcmsp-e.com/target.php?qt=134	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/390
TAR00135	Voltage-dependent P/Q-type calcium channel alpha-1A subunit	https://tcmsp-e.com/target.php?qt=135	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/392
TAR00136	Coagulation factor IX	https://tcmsp-e.com/target.php?qt=136	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/400
TAR00137	Glutamate [NMDA] receptor subunit zeta-1	https://tcmsp-e.com/target.php?qt=137	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/401
TAR00138	Prostaglandin E2 receptor, EP2 subtype	https://tcmsp-e.com/target.php?qt=138	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/406
TAR00139	Vascular endothelial growth factor receptor 2	https://tcmsp-e.com/target.php?qt=139	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/407
TAR00140	Vitamin K-dependent protein C	https://tcmsp-e.com/target.php?qt=140	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/422
TAR00141	Gamma-aminobutyric-acid receptor alpha-2 subunit	https://tcmsp-e.com/target.php?qt=141	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/423
TAR00142	Substance-P receptor	https://tcmsp-e.com/target.php?qt=142	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/427
TAR00143	Interferon-alpha/beta receptor	https://tcmsp-e.com/target.php?qt=143	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/428
TAR00144	Follicle stimulating hormone receptor	https://tcmsp-e.com/target.php?qt=144	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/430
TAR00145	D(4) dopamine receptor	https://tcmsp-e.com/target.php?qt=145	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/432
TAR00146	Synaptosomal-associated protein 25	https://tcmsp-e.com/target.php?qt=146	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/433
TAR00147	Alpha-N-acetylglucosaminidase	https://tcmsp-e.com/target.php?qt=147	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/434
TAR00148	Kynureninase	https://tcmsp-e.com/target.php?qt=148	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/435
TAR00149	5-hydroxytryptamine 2B receptor	https://tcmsp-e.com/target.php?qt=149	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/436
TAR00150	Leukocyte elastase	https://tcmsp-e.com/target.php?qt=150	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/437
TAR00151	Cholecystokinin type A receptor	https://tcmsp-e.com/target.php?qt=151	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/447
TAR00152	Vitamin K-dependent gamma-carboxylase	https://tcmsp-e.com/target.php?qt=152	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/448
TAR00153	Ornithine decarboxylase	https://tcmsp-e.com/target.php?qt=153	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/449
TAR00154	Muscarinic acetylcholine receptor M4	https://tcmsp-e.com/target.php?qt=154	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/450
TAR00155	Carnitine O-palmitoyltransferase I	https://tcmsp-e.com/target.php?qt=155	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/451
TAR00156	Estradiol 17 beta-dehydrogenase 4	https://tcmsp-e.com/target.php?qt=156	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/454
TAR00157	Neuronal acetylcholine receptor subunit alpha-10	https://tcmsp-e.com/target.php?qt=157	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/458
TAR00158	Retinoic acid receptor RXR-alpha	https://tcmsp-e.com/target.php?qt=158	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/459
TAR00159	Calcium-activated potassium channel	https://tcmsp-e.com/target.php?qt=159	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/462
TAR00160	Interleukin-11 receptor alpha chain	https://tcmsp-e.com/target.php?qt=160	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/463
TAR00161	Glutamate [NMDA] receptor subunit epsilon 2	https://tcmsp-e.com/target.php?qt=161	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/464
TAR00162	Solute carrier family 12 member 3	https://tcmsp-e.com/target.php?qt=162	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/466
TAR00163	Delta-type opioid receptor	https://tcmsp-e.com/target.php?qt=163	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/467
TAR00164	Ornithine aminotransferase, mitochondrial	https://tcmsp-e.com/target.php?qt=164	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/472
TAR00165	Acetylcholinesterase	https://tcmsp-e.com/target.php?qt=165	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/474
TAR00166	RAC-alpha serine/threonine kinase	https://tcmsp-e.com/target.php?qt=166	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/476
TAR00167	Voltage-dependent L-type calcium channel subunit alpha-1C	https://tcmsp-e.com/target.php?qt=167	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/478
TAR00168	Calcitonin receptor	https://tcmsp-e.com/target.php?qt=168	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/479
TAR00169	Glycine receptor alpha-1 chain	https://tcmsp-e.com/target.php?qt=169	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/482
TAR00170	mRNA of A-Raf	https://tcmsp-e.com/target.php?qt=170	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/483
TAR00172	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	https://tcmsp-e.com/target.php?qt=172	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/485
TAR00173	Histamine H1 receptor	https://tcmsp-e.com/target.php?qt=173	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/492
TAR00174	Interleukin-1 beta convertase	https://tcmsp-e.com/target.php?qt=174	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/494
TAR00175	5-hydroxytryptamine 2A receptor	https://tcmsp-e.com/target.php?qt=175	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/502
TAR00176	Somatostatin receptor type 1	https://tcmsp-e.com/target.php?qt=176	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/503
TAR00177	Mast/stem cell growth factor receptor	https://tcmsp-e.com/target.php?qt=177	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/504
TAR00178	Ectonucleotide pyrophosphatase/phosphodiesterase 1	https://tcmsp-e.com/target.php?qt=178	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/508
TAR00179	Activin receptor-like kinase-1	https://tcmsp-e.com/target.php?qt=179	DrugBank	https://tcmsp-e.com/http://v3.drugbank.ca/molecules/510
